,category,term,tf_idf
9094,Для ремонта,ht300,0.00032183112449507643
9095,Бытовая техника,ht31,0.0003702370110476268
9096,Сад и дача,ht31,0.0001460662975005266
9097,Книги,html5,0.00011239791921303292
9098,Здоровье,htp,0.0004473413514801467
9099,Продукты,htp,0.000543419287534892
9100,Бытовая техника,hu3916,0.0004793768599784952
9101,Бытовая техника,hu5930,0.0004793768599784952
9102,Автотовары,hu716,0.00016926238048164914
9103,Аксессуары,huaw,0.00018656305151807238
9104,Аксессуары,huawei,0.0005763527807251615
9105,Электроника,huawei,0.0002446927787255817
9106,Игрушки,huggy,0.0003972368382716408
9107,Бытовая техника,hum001,0.0004793768599784952
9108,Бытовая техника,humidifier,0.0009587537199569904
9109,Игрушки,hummer,9.93092095679102e-05
9110,Здоровье,hunter,0.00012340098605208402
9111,Мужчинам,hunter,0.0004519416619312487
9112,Товары для взрослых,hunter,0.0002465674289223661
9113,Автотовары,husqvarna,0.00016926238048164914
9114,Продукты,hvp,0.00017590261368866553
9115,Электроника,hx,0.0003168242299519666
9116,Бытовая техника,hx3641,0.0007404740220952535
9117,Здоровье,hx3641,0.0002982275676534311
9118,Бытовая техника,hx3651,0.0011107110331428803
9119,Здоровье,hx3651,0.0005964551353068623
9120,Здоровье,hx3671,0.0001930701019546847
9121,Бытовая техника,hx3673,0.001480948044190507
9122,Здоровье,hx3673,0.0005964551353068623
9123,Бытовая техника,hx3675,0.0007404740220952535
9124,Здоровье,hx3675,0.0002982275676534311
9125,Здоровье,hx6032,0.0001930701019546847
9126,Автотовары,hx7,0.00016926238048164914
9127,Автотовары,hx8,0.0005077871414449473
9128,Женщинам,hyalu,0.00016426718607201248
9129,Красота,hyalu,0.0006526838783285736
9130,Красота,hyaluron,0.00010563555871494477
9131,Автотовары,hybrid,0.00016926238048164914
9132,Красота,hydra,0.0006338133522896686
9133,Здоровье,hydraclear,0.0005792103058640542
9134,Красота,hydrate,0.00010563555871494477
9135,Красота,hydrating,0.00042254223485977907
9136,Красота,hydro,0.00021127111742988953
9137,Для ремонта,hydroprimer,0.00032183112449507643
9138,Автотовары,hyf364s,0.00016926238048164914
9139,Бытовая техника,hymm2046,0.0004793768599784952
9140,Бытовая техника,hymm2047,0.0004793768599784952
9141,Зоотовары,hypoallergenic,0.000306598432801956
9142,Автотовары,hyundai,0.005490507633338859
9143,Игрушки,hyundai,7.669945712768627e-05
9144,Автотовары,i,0.0017516169152981106
9145,Игрушки,i,5.4089704687462324e-05
9146,Книги,i,0.000795841732042896
9147,Электроника,i,0.0005176839824975906
9148,Детям,i100,0.0003789179368565752
9149,Электроника,i100,0.0009787711149023268
9150,Детям,i12,0.0007578358737131504
9151,Электроника,i12,0.0019575422298046537
9152,Автотовары,i150,0.0005229054888894151
9153,Электроника,i150,0.0002446927787255817
9154,Автотовары,i20,0.0005077871414449473
9155,Автотовары,i3,0.00039217911666706136
9156,Электроника,i3,0.0004893855574511634
9157,Игрушки,i30,9.93092095679102e-05
9158,Электроника,i31005g1,0.0009504726898558998
9159,Электроника,i310110u,0.0001584121149759833
9160,Электроника,i31115g4,0.0001584121149759833
9161,Электроника,i5,0.0006336484599039332
9162,Электроника,i510210u,0.0001584121149759833
9163,Электроника,i51035g1,0.001108884804831883
9164,Электроника,i511300h,0.0001584121149759833
9165,Электроника,i51135g7,0.0003168242299519666
9166,Электроника,i511400h,0.0001584121149759833
9167,Электроника,i512400,0.0001584121149759833
9168,Электроника,i512600k,0.0001584121149759833
9169,Электроника,i7,0.0001584121149759833
9170,Электроника,i71065g7,0.0004752363449279499
9171,Электроника,i711370h,0.0004752363449279499
9172,Игрушки,i8,9.93092095679102e-05
9173,Автотовары,ic803,0.00016926238048164914
9174,Автотовары,ice,0.001190026777095038
9175,Красота,ice,0.00020255128021810277
9176,Продукты,ice,0.00011242836544114359
9177,Автотовары,iceblazer,0.0003385247609632983
9178,Автотовары,iceblazerwst3шин,0.0006770495219265965
9179,Автотовары,iceguard,0.0003385247609632983
9180,Автотовары,icon,0.0009736582721686673
9181,Красота,icon,0.000270068373624137
9182,Электроника,icon,0.0006074957539066486
9183,Детям,icons,0.0001894589684282876
9184,Игрушки,icons,7.669945712768627e-05
9185,Электроника,icsee,0.0001584121149759833
9186,Красота,ideal,0.0010563555871494477
9187,Электроника,ideapad,0.0006336484599039332
9188,Электроника,ideapad3,0.0001584121149759833
9189,Детям,ideas,0.0015156717474263009
9190,Игрушки,ideas,0.0006902951141491764
9191,Книги,idiot,0.00022479583842606584
9192,Книги,ielts,0.00022479583842606584
9193,Книги,if,8.680825699278168e-05
9194,Электроника,if,0.00012234638936279085
9195,Автотовары,ig55,0.0003385247609632983
9196,Автотовары,ig60,0.0003385247609632983
9197,Красота,igora,0.00010563555871494477
9198,Автотовары,ii,0.0006718594082031026
9199,Дом,ii,5.7919247610085924e-05
9200,Здоровье,ii,6.966911590260065e-05
9201,Игрушки,ii,3.5835609768343604e-05
9202,Книги,ii,0.0003244692402017528
9203,Красота,ii,3.8118465308910505e-05
9204,Обувь,ii,0.0002686750522543678
9205,Автотовары,iii,0.0019473165443373347
9206,Книги,iii,0.00014367852837562765
9207,Электроника,iii,0.001316240800131072
9208,Книги,iiv,0.00011239791921303292
9209,Бытовая техника,ik640cli,0.0004793768599784952
9210,Для ремонта,ikea,0.0002485597523428623
9211,Мебель,ikea,0.00022602857417701407
9212,Книги,iliad,0.00011239791921303292
9213,Красота,illumin,0.00010563555871494477
9214,Книги,illusion,0.00011239791921303292
9215,Книги,illustrated,0.0004495916768521317
9216,Книги,illustrator,0.00011239791921303292
9217,Красота,illustrious,0.0003169066761448343
9218,Автотовары,ilsac,0.0008463119024082458
9219,Книги,imago,0.00011239791921303292
9220,Книги,immigration,0.00011239791921303292
9221,Детям,immuno,0.00015678915067724705
9222,Зоотовары,immuno,0.0003919255083696502
9223,Продукты,immuno,0.00011242836544114359
9224,Красота,immunodent,0.00010563555871494477
9225,Дом,impact,0.00016050835289558324
9226,Книги,imperatrice,8.680825699278168e-05
9227,Красота,imperatrice,0.0001631709695821434
9228,Автотовары,imperial,0.00032455275738955573
9229,Бытовая техника,imperial,0.0003063942920886968
9230,Сад и дача,imperial,0.0004835160017530906
9231,Книги,importance,0.0004495916768521317
9232,Книги,impressionism,0.00011239791921303292
9233,Автотовары,impreza,0.0003385247609632983
9234,Автотовары,in,6.964824420388992e-05
9235,Дом,in,0.0009246458012935023
9236,Здоровье,in,7.944466792411491e-05
9237,Книги,in,0.00124873925312419
9238,Красота,in,0.0001738680779286448
9239,Электроника,in,0.00013036713340916468
9240,Дом,in1,0.0004815250586867497
9241,Красота,in2u,0.00010563555871494477
9242,Электроника,inbook,0.0012672969198078664
9243,Красота,incandessence,0.00010563555871494477
9244,Книги,incredible,0.0005619895960651647
9245,Книги,inde,0.00011239791921303292
9246,Бытовая техника,indesit,0.0004793768599784952
9247,Книги,index,0.00011239791921303292
9248,Продукты,india,0.00017590261368866553
9249,Для ремонта,indicator,0.00032183112449507643
9250,Сад и дача,indigo,0.00018912426622707312
9251,Продукты,industrial,0.00035180522737733106
9252,Красота,infaillible,0.0003169066761448343
9253,Красота,infinite,0.00010563555871494477
9254,Автотовары,infiniti,0.0006770495219265965
9255,Книги,ingle,0.00011239791921303292
9256,Бытовая техника,inicio,0.0009587537199569904
9257,Канцтовары,initial,0.0004082771138156663
9258,Красота,ink,0.0002447564543732151
9259,Электроника,ink,0.0007340783361767452
9260,Красота,innovator,0.00010563555871494477
9261,Товары для взрослых,innt,0.0011573197305081437
9262,Здоровье,ino,0.0005792103058640542
9263,Бытовая техника,inox,0.003355638019849466
9264,Книги,inquiry,0.00011239791921303292
9265,Книги,inscriptions,0.00011239791921303292
9266,Книги,insensibles,0.00011239791921303292
9267,Мужчинам,inside,0.00047139776073754324
9268,Автотовары,insight,0.00016926238048164914
9269,Красота,instacure,0.0003169066761448343
9270,Красота,instant,0.00010563555871494477
9271,Электроника,instax,0.0001584121149759833
9272,Книги,institutione,0.00011239791921303292
9273,Сад и дача,inte,0.00018912426622707312
9274,Электроника,intel,0.0006336484599039332
9275,Дом,inten,0.00016050835289558324
9276,Красота,intense,0.0003169066761448343
9277,Красота,intensive,0.00010563555871494477
9278,Здоровье,intensivo,0.0003861402039093694
9279,Красота,interdental,0.00010563555871494477
9280,Книги,intermediate,0.00043404128496390845
9281,Электроника,intermediate,0.00012234638936279085
9282,Книги,international,0.00022479583842606584
9283,Электроника,internet,0.0003168242299519666
9284,Для ремонта,interplast,0.00032183112449507643
9285,Книги,interqu,0.00011239791921303292
9286,Сад и дача,intex,0.00018912426622707312
9287,Ювелирные изделия,intigold,0.00019769626218983267
9288,Красота,intime,0.00021127111742988953
9289,Книги,into,0.00034723302797112673
9290,Электроника,into,0.00012234638936279085
9291,Красота,intoxicated,0.00021127111742988953
9292,Книги,introductio,0.00011239791921303292
9293,Красота,invictus,0.00010563555871494477
9294,Книги,ioannis,0.00011239791921303292
9295,Для ремонта,ion,0.00032183112449507643
9296,Книги,ios,8.680825699278168e-05
9297,Электроника,ios,0.00012234638936279085
9298,Электроника,iot,0.0006336484599039332
9299,Сад и дача,ip,0.0001460662975005266
9300,Электроника,ip,0.010154750317111641
9301,Электроника,ip2840,0.0001584121149759833
9302,Сад и дача,ip65,0.0022694911947248775
9303,Книги,ipad,0.00017361651398556337
9304,Электроника,ipad,0.0004893855574511634
9305,Электроника,ipcb082g2,0.0001584121149759833
9306,Электроника,ipcc22cp,0.0003168242299519666
9307,Электроника,ipcc22epa,0.0003168242299519666
9308,Зоотовары,ipf228,0.000613196865603912
9309,Зоотовары,ipf260,0.000306598432801956
9310,Зоотовары,ipf360,0.000306598432801956
9311,Электроника,iph,0.0001584121149759833
9312,Электроника,iphon,0.0003168242299519666
9313,Книги,iphone,0.00034723302797112673
9314,Электроника,iphone,0.008074861697944198
9315,Электроника,iphone6,0.0001584121149759833
9316,Бытовая техника,ipl,0.0009587537199569904
9317,Электроника,iplay,0.0003168242299519666
9318,Книги,ipod,0.00011239791921303292
9319,Зоотовары,ippocalm,0.000306598432801956
9320,Зоотовары,ippolab,0.000613196865603912
9321,Электроника,ips,0.003643478644447616
9322,Электроника,ipsm2401f,0.0001584121149759833
9323,Электроника,ipвидеорегистратор,0.0006336484599039332
9324,Электроника,ipкамер,0.003801890759423599
9325,Бытовая техника,iq,0.0031331659454011005
9326,Игрушки,iq,0.0013522426171865582
9327,Канцтовары,iq,0.00022237200973629242
9328,Книги,iq,0.00012243718954506091
9329,Игрушки,iqлот,0.0001986184191358204
9330,Игрушки,iqпазлов,9.93092095679102e-05
9331,Игрушки,iqподарочный,9.93092095679102e-05
9332,Электроника,ir,0.0001584121149759833
9333,Автотовары,irbis,0.0003385247609632983
9334,Книги,irish,0.00022479583842606584
9335,Мужчинам,iron,0.0016498921625814015
9336,Красота,irresistible,0.00010563555871494477
9337,Игрушки,is,0.00015339891425537254
9338,Книги,is,8.680825699278168e-05
9339,Электроника,is7000,0.0001584121149759833
9340,Книги,isaak,0.00022479583842606584
9341,Книги,iselin,0.00022479583842606584
9342,Электроника,isensys,0.0004752363449279499
9343,Автотовары,isf,0.0005077871414449473
9344,Книги,isla,0.00022479583842606584
9345,Аксессуары,island,0.0004322645855438711
9346,Книги,island,8.680825699278168e-05
9347,Автотовары,iso,0.0003385247609632983
9348,Автотовары,isoclean,0.00016926238048164914
9349,Красота,israeli,0.0003169066761448343
9350,Игрушки,it,0.0015868399949891649
9351,Красота,it,0.0001350341868120685
9352,Продукты,it,0.00011242836544114359
9353,Бытовая техника,it643bx7,0.0004793768599784952
9354,Книги,italiano,0.00011239791921303292
9355,Продукты,italiano135,0.00017590261368866553
9356,Книги,italien,0.00011239791921303292
9357,Электроника,itl,0.0001584121149759833
9358,Книги,its,8.680825699278168e-05
9359,Электроника,its,0.00012234638936279085
9360,Здоровье,iu,0.0001930701019546847
9361,Книги,iv,0.00033719375763909877
9362,Книги,ivi,0.00022479583842606584
9363,Электроника,ivory,0.0001584121149759833
9364,Бытовая техника,ix,0.0009587537199569904
9365,Автотовары,ix35,0.0003385247609632983
9366,Книги,izergil,0.00011239791921303292
9367,Дом,izi,0.0004815250586867497
9368,Автотовары,j,0.00016926238048164914
9369,Бытовая техника,j1,0.0009587537199569904
9370,Автотовары,j10,0.0006770495219265965
9371,Автотовары,j300,0.0003385247609632983
9372,Автотовары,j32,0.0003385247609632983
9373,Электроника,j3710,0.0009504726898558998
9374,Электроника,j37104g,0.0003168242299519666
9375,Бытовая техника,j4,0.0004793768599784952
9376,Автотовары,j60,0.00026145274444470756
9377,Электроника,j60,0.00012234638936279085
9378,Электроника,j72,0.0001584121149759833
9379,Электроника,j86b,0.0001584121149759833
9380,Электроника,jacarta,0.0001584121149759833
9381,Канцтовары,jack,0.0004082771138156663
9382,Книги,jackson,0.00011239791921303292
9383,Игрушки,jade,9.93092095679102e-05
9384,Детям,jaguar,0.0001894589684282876
9385,Игрушки,jaguar,7.669945712768627e-05
9386,Детям,james,0.0001894589684282876
9387,Игрушки,james,7.669945712768627e-05
9388,Книги,jane,0.0004495916768521317
9389,Книги,janjun,0.00011239791921303292
9390,Автотовары,japan,0.00013072637222235378
9391,Электроника,japan,0.00012234638936279085
9392,Книги,jarre,8.680825699278168e-05
9393,Электроника,jarre,0.00012234638936279085
9394,Продукты,jasmine,0.00017590261368866553
9395,Книги,jaune,0.00011239791921303292
9396,Книги,java,0.0008991833537042634
9397,Книги,javas,0.00011239791921303292
9398,Книги,javascript,0.0007867854344912306
9399,Здоровье,jay10,0.0003861402039093694
9400,Игрушки,jazz,0.00010817940937492465
9401,Книги,jazz,6.121859477253046e-05
9402,Сад и дача,jazz,0.00010300832877398014
9403,Электроника,jazz,8.628066374959844e-05
9404,Книги,jc,0.00011239791921303292
9405,Автотовары,jdm,0.00026145274444470756
9406,Канцтовары,jdm,0.0006306491235519586
9407,Мебель,je,0.00029265812147682616
9408,Электроника,je1618,0.0003168242299519666
9409,Книги,jeanmichel,8.680825699278168e-05
9410,Электроника,jeanmichel,0.00012234638936279085
9411,Автотовары,jeep,0.00016926238048164914
9412,Красота,jelly,0.00010563555871494477
9413,Мебель,jerry,0.0023412649718146093
9414,Продукты,jess,0.0005277078410659967
9415,Бытовая техника,jessica,0.0004793768599784952
9416,Бытовая техника,jet,0.0004793768599784952
9417,Автотовары,jetta,0.0003385247609632983
9418,Игрушки,jiggly,0.0001986184191358204
9419,Электроника,jilong,0.0001584121149759833
9420,Книги,jim,0.00011239791921303292
9421,Бытовая техника,jina,0.0004793768599784952
9422,Электроника,jj2125,0.0001584121149759833
9423,Мужчинам,jkt,0.00011784944018438581
9424,Автотовары,jm,0.0003385247609632983
9425,Бытовая техника,jm422,0.0003702370110476268
9426,Сад и дача,jm422,0.0001460662975005266
9427,Товары для взрослых,jo,0.0030861859480217162
9428,Мебель,job695,0.0014632906073841312
9429,Книги,joe,0.00017361651398556337
9430,Электроника,joe,0.0002446927787255817
9431,Автотовары,jog,0.00016926238048164914
9432,Игрушки,john,0.0003972368382716408
9433,Автотовары,johnson,0.0003385247609632983
9434,Дом,jojo,0.0001239653762739075
9435,Игрушки,jojo,0.00023009837138305878
9436,Красота,jolie,0.00021127111742988953
9437,Автотовары,jolion,0.0005077871414449473
9438,Книги,joomla,0.00011239791921303292
9439,Мужчинам,jordan,0.00047139776073754324
9440,Канцтовары,jotter,0.0008165542276313326
9441,Товары для взрослых,joujoux,0.0015430929740108581
9442,Сад и дача,joy,0.0001460662975005266
9443,Электроника,joy,0.0002446927787255817
9444,Электроника,joycon,0.0012672969198078664
9445,Автотовары,jp,0.00016926238048164914
9446,Книги,jquery,0.00011239791921303292
9447,Электроника,jr310,0.0003168242299519666
9448,Мужчинам,jrs,0.00035354832055315745
9449,Книги,js,0.00011239791921303292
9450,Автотовары,jtd,0.0006770495219265965
9451,Автотовары,ju,0.0006770495219265965
9452,Продукты,jubileum,0.00017590261368866553
9453,Книги,judas,8.680825699278168e-05
9454,Электроника,judas,0.00012234638936279085
9455,Книги,jugend,0.00011239791921303292
9456,Автотовары,juke,0.0003385247609632983
9457,Канцтовары,jumbo,0.0012248313414469985
9458,Автотовары,jump,0.0003385247609632983
9459,Игрушки,jumper,0.0005958552574074613
9460,Игрушки,jumpolene,9.93092095679102e-05
9461,Книги,jungen,0.00022479583842606584
9462,Книги,jungle,0.00033719375763909877
9463,Здоровье,junio,0.0001930701019546847
9464,Детям,junior,0.0004625201918586166
9465,Здоровье,junior,0.0002730200758366395
9466,Игрушки,junior,0.00014043297047551843
9467,Красота,junior,4.9793016386985975e-05
9468,Продукты,junior,0.00033165808303427843
9469,Электроника,junny,0.0003168242299519666
9470,Красота,just,0.0006526838783285736
9471,Мужчинам,just,0.00018203725765762
9472,Книги,justice,8.680825699278168e-05
9473,Электроника,justice,0.00012234638936279085
9474,Книги,justifications,0.00033719375763909877
9475,Бытовая техника,jv63,0.0004793768599784952
9476,Бытовая техника,jv65,0.0004793768599784952
9477,Здоровье,jw3,0.0001930701019546847
9478,Автотовары,k,0.0013929648840777986
9479,Бытовая техника,k,0.0029588166473674257
9480,Книги,k,9.249920393512519e-05
9481,Продукты,k,7.238057363620106e-05
9482,Сад и дача,k,0.0027237361099104163
9483,Ювелирные изделия,k,0.0002440447341224743
9484,Электроника,k1,0.0001584121149759833
9485,Игрушки,k101max,9.93092095679102e-05
9486,Электроника,k12,0.0001584121149759833
9487,Бытовая техника,k17g,0.0004793768599784952
9488,Автотовары,k2,0.0003191381609583194
9489,Здоровье,k2,9.100669194554649e-05
9490,Продукты,k2,0.00033165808303427843
9491,Сад и дача,k2,0.00017829351786424681
9492,Электроника,k2,7.467009341221305e-05
9493,Автотовары,k20a,0.0003385247609632983
9494,Бытовая техника,k21,0.0003702370110476268
9495,Электроника,k21,0.00012234638936279085
9496,Электроника,k242hqlbid,0.0001584121149759833
9497,Электроника,k242hylhbi,0.0001584121149759833
9498,Автотовары,k2k7,0.00039217911666706136
9499,Сад и дача,k2k7,0.00043819889250157985
9500,Для ремонта,k30,0.00032183112449507643
9501,Бытовая техника,k33,0.0003702370110476268
9502,Здоровье,k33,0.0002982275676534311
9503,Дом,k330,0.00016050835289558324
9504,Электроника,k3400pakp112wi511300h,0.0001584121149759833
9505,Электроника,k3400phkm120w,0.0001584121149759833
9506,Электроника,k3500phl1289,0.0001584121149759833
9507,Сад и дача,k37,0.00037824853245414623
9508,Сад и дача,k47,0.0005673727986812194
9509,Здоровье,k48,0.0001930701019546847
9510,Автотовары,k4m,0.0010155742828898947
9511,Автотовары,k4m7,0.0003385247609632983
9512,Автотовары,k5,0.00026145274444470756
9513,Сад и дача,k5,0.0002921325950010532
9514,Дом,k511,0.0003210167057911665
9515,Детям,k55,0.0005683769052848629
9516,Электроника,k55,0.0013458102829906995
9517,Сад и дача,k57,0.0007564970649082925
9518,Автотовары,k7,0.0005229054888894151
9519,Сад и дача,k7,0.0005842651900021064
9520,Автотовары,k7j,0.00016926238048164914
9521,Автотовары,k7m,0.00016926238048164914
9522,Здоровье,k82,0.0001930701019546847
9523,Сад и дача,k87,0.0009456213311353656
9524,Здоровье,k88,0.0001930701019546847
9525,Автотовары,k9k,0.0003385247609632983
9526,Электроника,ka272ubiipx,0.0001584121149759833
9527,Детям,kabrita,0.0001894589684282876
9528,Продукты,kabrita,0.000135854821883723
9529,Обувь,kadi,0.0007445640591155351
9530,Книги,kalevala,0.00011239791921303292
9531,Книги,kali,0.00033719375763909877
9532,Автотовары,kalina,0.0003385247609632983
9533,Книги,kallocain,0.00011239791921303292
9534,Автотовары,kalos,0.0003385247609632983
9535,Игрушки,kamaz65115,9.93092095679102e-05
9536,Бытовая техника,kamilla,0.0028762611598709712
9537,Автотовары,kangoo,0.0008463119024082458
9538,Автотовары,kanjo,0.00016926238048164914
9539,Книги,kansas,8.680825699278168e-05
9540,Электроника,kansas,0.00012234638936279085
9541,Автотовары,kapsch,0.00016926238048164914
9542,Автотовары,kaptur,0.00016926238048164914
9543,Книги,karajan,0.00011239791921303292
9544,Автотовары,karat,0.00016926238048164914
9545,Автотовары,karc,0.00026145274444470756
9546,Сад и дача,karc,0.0002921325950010532
9547,Автотовары,karcher,0.003029159068969187
9548,Бытовая техника,karcher,0.0003063942920886968
9549,Сад и дача,karcher,0.003505491012709907
9550,Мужчинам,karl,0.0008249460812907007
9551,Автотовары,karma,0.00026145274444470756
9552,Электроника,karma,0.00012234638936279085
9553,Продукты,kasese,0.00017590261368866553
9554,Красота,kashmir,0.00010563555871494477
9555,Электроника,kaspersky,0.0003168242299519666
9556,Женщинам,katherine,0.00021269048071094867
9557,Автотовары,kawasaki,0.00016926238048164914
9558,Автотовары,kay,0.00016926238048164914
9559,Автотовары,kayo,0.00016926238048164914
9560,Автотовары,kayo140,0.00016926238048164914
9561,Электроника,kb5420,0.0001584121149759833
9562,Автотовары,kbt,0.0003385247609632983
9563,Автотовары,kbt12,0.0003385247609632983
9564,Автотовары,kc,0.0003385247609632983
9565,Бытовая техника,kcwe20rw,0.0004793768599784952
9566,Для ремонта,kds03,0.00032183112449507643
9567,Для ремонта,kds23,0.00032183112449507643
9568,Автотовары,ke,0.0003385247609632983
9569,Бытовая техника,kecs,0.0003702370110476268
9570,Сад и дача,kecs,0.0001460662975005266
9571,Красота,keep,0.0009507200284345029
9572,Книги,keine,0.00011239791921303292
9573,Продукты,kelloggs,0.00017590261368866553
9574,Книги,kennt,0.00011239791921303292
9575,Красота,keratindose,0.00010563555871494477
9576,Бытовая техника,keratinshine,0.0004793768599784952
9577,Канцтовары,keris,0.0004082771138156663
9578,Красота,kerium,0.0003169066761448343
9579,Бытовая техника,kerry,0.0014381305799354856
9580,Бытовая техника,ket01,0.0004793768599784952
9581,Продукты,keto,0.00035180522737733106
9582,Бытовая техника,kettle,0.0014381305799354856
9583,Электроника,key,0.0001584121149759833
9584,Игрушки,keys,9.93092095679102e-05
9585,Автотовары,kf,0.0003385247609632983
9586,Книги,kgbt,0.00011239791921303292
9587,Продукты,kharisma,0.00035180522737733106
9588,Продукты,kho,0.00017590261368866553
9589,Автотовары,khp,0.00026145274444470756
9590,Сад и дача,khp,0.0002921325950010532
9591,Продукты,khudary,0.00017590261368866553
9592,Товары для взрослых,khueta,0.0007715464870054291
9593,Автотовары,kia,0.00795533188263751
9594,Автотовары,kiabongo,0.0003385247609632983
9595,Автотовары,kibj7094,0.00016926238048164914
9596,Красота,kick,0.00010563555871494477
9597,Книги,kicks,8.680825699278168e-05
9598,Электроника,kicks,0.00012234638936279085
9599,Электроника,kickscooter,0.002217769609663766
9600,Книги,kid,0.00011239791921303292
9601,Игрушки,kiddieplay,9.93092095679102e-05
9602,Электроника,kidphone,0.0001584121149759833
9603,Бытовая техника,kids,0.0001729825678897984
9604,Здоровье,kids,0.0006966911590260065
9605,Игрушки,kids,0.00010750682930503081
9606,Книги,kids,0.0001216759650756573
9607,Красота,kids,0.00026682925716237354
9608,Мебель,kids,0.00031681600173068627
9609,Электроника,kids,5.716282265820853e-05
9610,Дом,killer,0.00016050835289558324
9611,Книги,kind,0.00011239791921303292
9612,Книги,kinder,0.00026042477097834506
9613,Продукты,kinder,0.000407564465651169
9614,Книги,kindergarten,0.00011239791921303292
9615,Игрушки,kindi,9.93092095679102e-05
9616,Электроника,kindle,0.0001584121149759833
9617,Детям,king,0.0003468901438939625
9618,Книги,king,5.2980563565153865e-05
9619,Красота,king,0.0009460673113527335
9620,Продукты,king,0.0007462306868271265
9621,Товары для взрослых,king,0.00036368082242506914
9622,Продукты,kingfruits1кг,0.00035180522737733106
9623,Книги,kingsman,0.00011239791921303292
9624,Красота,kirke,0.00021127111742988953
9625,Красота,kirkland,0.0003169066761448343
9626,Игрушки,kisi,0.0001986184191358204
9627,Красота,kiss,0.0009507200284345029
9628,Книги,kissing,8.680825699278168e-05
9629,Электроника,kissing,0.00012234638936279085
9630,Красота,kissmeagain,0.0003169066761448343
9631,Игрушки,kissy,9.93092095679102e-05
9632,Автотовары,kit,0.000558491781677059
9633,Дом,kit,0.00022697456642070687
9634,Игрушки,kit,9.362198031701229e-05
9635,Красота,kit,0.0004979301638698597
9636,Электроника,kit,0.00044802056047327834
9637,Электроника,kitc204hd,0.0001584121149759833
9638,Электроника,kitc504hd,0.0001584121149759833
9639,Книги,kitchen,0.00011239791921303292
9640,Аксессуары,kitty,0.00014408819518129038
9641,Мужчинам,kitty,9.101862882881e-05
9642,Мебель,kiwi,0.0008779743644304785
9643,Продукты,klassik,0.00017590261368866553
9644,Аксессуары,klein,0.0007204409759064519
9645,Книги,klein,8.680825699278168e-05
9646,Книги,klimt,0.00011239791921303292
9647,Зоотовары,km10,0.000306598432801956
9648,Бытовая техника,km20,0.0004793768599784952
9649,Для ремонта,kmn,0.0002485597523428623
9650,Сад и дача,kmn,0.0001460662975005266
9651,Здоровье,kn,0.0001930701019546847
9652,Электроника,kn1810,0.0001584121149759833
9653,Электроника,kn2310,0.0003168242299519666
9654,Здоровье,kn95,0.0007722804078187388
9655,Здоровье,kn99,0.0001930701019546847
9656,Детям,knight,0.00015678915067724705
9657,Дом,knight,0.00010258910528549732
9658,Мебель,knight,0.0005611583626997923
9659,Продукты,ko,0.00017590261368866553
9660,Автотовары,kodi,0.0003385247609632983
9661,Автотовары,kodiaq,0.0003385247609632983
9662,Продукты,kodo,0.00017590261368866553
9663,Автотовары,kole,0.0003385247609632983
9664,Мебель,kolin,0.0008779743644304785
9665,Книги,kolyma,0.00011239791921303292
9666,Продукты,kong,0.00035180522737733106
9667,Мебель,kora,0.0014632906073841312
9668,Книги,koryosa,0.00022479583842606584
9669,Красота,kotex,0.00021127111742988953
9670,Книги,kotlin,0.00011239791921303292
9671,Книги,kpop,0.00011239791921303292
9672,Для ремонта,kraft,0.00032183112449507643
9673,Автотовары,krcher,0.00013072637222235378
9674,Сад и дача,krcher,0.0001460662975005266
9675,Продукты,krill,0.00017590261368866553
9676,Электроника,kron,0.0001584121149759833
9677,Автотовары,ksp130,0.0003385247609632983
9678,Автотовары,ksp90,0.0003385247609632983
9679,Автотовары,kt884707,0.00016926238048164914
9680,Автотовары,kts123,0.00016926238048164914
9681,Автотовары,kuga,0.00016926238048164914
9682,Красота,kurkdjian,0.00010563555871494477
9683,Дом,kuromi,0.0001239653762739075
9684,Канцтовары,kuromi,0.0003153245617759793
9685,Книги,kurzgefa,0.00011239791921303292
9686,Канцтовары,kuvio,0.0012248313414469985
9687,Автотовары,kw,0.0005229054888894151
9688,Сад и дача,kw,0.0001460662975005266
9689,Автотовары,kw650,0.00016926238048164914
9690,Игрушки,kyle,9.93092095679102e-05
9691,Автотовары,l,3.524363601498976e-05
9692,Аксессуары,l,0.0004014082911749136
9693,Бытовая техника,l,3.327178297389497e-05
9694,Детям,l,0.0012599204682437607
9695,Для ремонта,l,8.934845398190568e-05
9696,Женщинам,l,1.4762063223380314e-05
9697,Здоровье,l,2.680056993686435e-05
9698,Зоотовары,l,0.00014895907912089112
9699,Игрушки,l,2.7570746474502656e-05
9700,Канцтовары,l,2.8337011354057526e-05
9701,Книги,l,2.3403377302825003e-05
9702,Красота,l,5.865420177431927e-05
9703,Мебель,l,0.0001624985820760988
9704,Мужчинам,l,4.90769746072324e-05
9705,Продукты,l,3.662625843549924e-05
9706,Сад и дача,l,7.875851422557099e-05
9707,Электроника,l,5.497400844664315e-05
9708,Мебель,l1,0.00045205714835402813
9709,Электроника,l1,0.0002446927787255817
9710,Женщинам,l10,0.00014179365380729913
9711,Электроника,l100,0.0001584121149759833
9712,Электроника,l110,0.0001584121149759833
9713,Электроника,l120,0.0001584121149759833
9714,Красота,l1212,0.00010563555871494477
9715,Для ремонта,l130,0.00032183112449507643
9716,Электроника,l1300,0.0001584121149759833
